Skills,Job,Country,n,mean
nosql,Data Scientist,Spain,2.0,91272.42
nosql,Data Scientist,Portugal,2.0,148865.90000000002
nosql,Machine Learning Engineer,Poland,2.0,139307.5
nosql,Data Analyst,Poland,2.0,135702.5
nosql,Machine Learning Engineer,Netherlands,2.0,72615.0
nosql,Senior Data Engineer,Ireland,2.0,151925.0
nosql,Machine Learning Engineer,Greece,2.0,91773.0
nosql,Data Scientist,France,2.0,81917.1875
nosql,Data Engineer,Belgium,2.0,79816.245
node.js,Senior Data Analyst,Spain,2.0,114510.25
node.js,Machine Learning Engineer,France,2.0,92560.95
neo4j,Data Engineer,France,2.0,100463.3675
mysql,Data Engineer,Portugal,2.0,125800.595
mongodb,Data Engineer,Romania,2.0,99676.19
mongodb,Data Scientist,Portugal,2.0,162225.0
mongodb,Data Engineer,Portugal,2.0,99676.19
mongodb,Senior Data Engineer,Poland,2.0,46350.0
mongodb,Data Engineer,Poland,2.0,46350.0
mongodb,Machine Learning Engineer,Netherlands,2.0,71070.0
mongodb,Data Scientist,Italy,2.0,91773.0
mongodb,Data Engineer,Italy,2.0,100367.32
mongodb,Data Engineer,Hungary,2.0,137505.0
mongodb,Machine Learning Engineer,Greece,2.0,91773.0
mongodb,Data Scientist,Greece,2.0,109632.685
mongodb,Machine Learning Engineer,Germany,2.0,231235.0
mongodb,Software Engineer,France,2.0,202395.0
mongodb,Senior Data Engineer,France,2.0,151925.0
mongodb,Machine Learning Engineer,France,2.0,75087.0
mongodb,Data Scientist,Denmark,2.0,144200.0
mongo,Data Engineer,Portugal,2.0,125800.595
matplotlib,Data Scientist,Portugal,2.0,105296.90000000001
matplotlib,Senior Data Scientist,Poland,2.0,126498.42
matplotlib,Data Scientist,Netherlands,2.0,168920.0
matlab,Data Scientist,Portugal,2.0,111409.95
matlab,Data Analyst,Netherlands,2.0,93562.625
looker,Data Scientist,Spain,2.0,88332.8
looker,Data Engineer,Spain,2.0,100015.3175
looker,Senior Data Scientist,Portugal,2.0,151925.0
looker,Senior Data Engineer,Portugal,2.0,121849.0
looker,Senior Data Analyst,Portugal,2.0,114510.25
looker,Data Scientist,Germany,2.0,147658.74
looker,Data Engineer,Germany,2.0,151925.0
looker,Software Engineer,France,2.0,202395.0
looker,Senior Data Engineer,France,2.0,151925.0
looker,Senior Data Analyst,France,2.0,114510.25
looker,Data Analyst,France,2.0,86867.625
looker,Data Analyst,Finland,2.0,118784.75
linux,Software Engineer,Spain,2.0,135239.0
linux,Software Engineer,Romania,2.0,66744.0
linux,Senior Data Engineer,Poland,2.0,67671.0
linux,Machine Learning Engineer,Netherlands,2.0,117677.5
linux,Data Engineer,Hungary,2.0,151925.0
linux,Software Engineer,Greece,2.0,75087.0
linux,Data Scientist,Germany,2.0,157402.2825
linux,Data Engineer,Germany,2.0,101231.49
kubernetes,Software Engineer,Spain,2.0,135239.0
kubernetes,Machine Learning Engineer,Spain,2.0,99790.51999999999
kubernetes,Data Engineer,Spain,2.0,105163.0
kubernetes,Senior Data Scientist,Poland,2.0,91272.42
kubernetes,Senior Data Engineer,Poland,2.0,125800.595
kubernetes,Software Engineer,Germany,2.0,87524.25
kubernetes,Data Engineer,Germany,2.0,121849.0
kubernetes,Machine Learning Engineer,France,2.0,92560.95
kubernetes,Data Scientist,France,2.0,113660.5
kubernetes,Senior Data Engineer,Finland,2.0,103913.095
kubernetes,Machine Learning Engineer,Finland,2.0,158105.0
kubernetes,Data Engineer,Finland,2.0,91773.0
kotlin,Data Engineer,Portugal,2.0,95724.595
keras,Data Scientist,Portugal,2.0,148865.90000000002
keras,Data Scientist,Poland,2.0,117162.5
keras,Data Scientist,Hungary,2.0,117143.1875
keras,Software Engineer,Greece,2.0,66744.0
keras,Senior Data Scientist,Germany,2.0,196730.0
keras,Machine Learning Engineer,France,2.0,101815.5
kafka,Senior Data Engineer,Spain,2.0,121849.0
kafka,Software Engineer,Poland,2.0,79757.535
kafka,Data Scientist,Poland,2.0,117162.5
kafka,Senior Data Engineer,Netherlands,2.0,156045.0
kafka,Senior Data Engineer,Ireland,2.0,151925.0
kafka,Machine Learning Engineer,Germany,2.0,118501.5
kafka,Business Analyst,France,2.0,103141.625
kafka,Data Engineer,Finland,2.0,91773.0
jupyter,Senior Data Scientist,Poland,2.0,126498.42
jupyter,Machine Learning Engineer,France,2.0,124644.935
jira,Data Engineer,Romania,2.0,145096.615
jira,Data Engineer,Netherlands,2.0,101241.0175
jira,Software Engineer,Greece,2.0,139436.25
jira,Data Scientist,Greece,2.0,134013.815
jira,Senior Data Engineer,Germany,2.0,156045.0
jira,Senior Data Analyst,France,2.0,103141.625
jira,Data Engineer,France,2.0,144715.0
jira,Business Analyst,Belgium,2.0,83430.0
jenkins,Software Engineer,Poland,2.0,87524.25
jenkins,Senior Data Engineer,Poland,2.0,67671.0
jenkins,Data Engineer,Poland,2.0,70838.25
jenkins,Data Engineer,Italy,2.0,95724.595
jenkins,Data Engineer,Hungary,2.0,144715.0
jenkins,Machine Learning Engineer,Greece,2.0,143330.68
jenkins,Senior Data Scientist,Germany,2.0,162225.0
jenkins,Data Scientist,Germany,2.0,171680.91499999998
jenkins,Cloud Engineer,Germany,2.0,91773.0
javascript,Data Scientist,Spain,2.0,105626.5
javascript,Senior Data Engineer,Poland,2.0,73013.095
javascript,Software Engineer,Greece,2.0,66744.0
java,Senior Data Engineer,Sweden,2.0,151925.0
java,Machine Learning Engineer,Sweden,2.0,114252.75
java,Senior Data Engineer,Spain,2.0,91773.0
java,Data Scientist,Poland,2.0,118421.16
java,Data Analyst,Netherlands,2.0,85232.5
java,Data Analyst,Italy,2.0,72158.70999999999
java,Senior Data Engineer,Ireland,2.0,126226.5
java,Data Scientist,Hungary,2.0,117143.1875
java,Machine Learning Engineer,Germany,2.0,91773.0
java,Senior Data Scientist,France,2.0,162225.0
java,Machine Learning Engineer,France,2.0,140507.45
ibm cloud,Data Engineer,Spain,2.0,119317.77500000001
html,Data Engineer,Spain,2.0,96070.16
html,Software Engineer,Greece,2.0,66744.0
hadoop,Data Engineer,Romania,2.0,145096.615
hadoop,Data Analyst,Portugal,2.0,67156.0
hadoop,Software Engineer,Poland,2.0,91773.0
hadoop,Senior Data Engineer,Poland,2.0,67671.0
hadoop,Machine Learning Engineer,Poland,2.0,191322.5
hadoop,Data Analyst,Poland,2.0,137762.5
hadoop,Data Analyst,Netherlands,2.0,148569.775
hadoop,Data Engineer,Ireland,2.0,151925.0
hadoop,Data Engineer,Hungary,2.0,126146.16
hadoop,Machine Learning Engineer,Greece,2.0,97916.435
hadoop,Senior Data Scientist,Germany,2.0,179992.5
hadoop,Senior Data Engineer,Germany,2.0,151925.0
go,Machine Learning Engineer,Spain,2.0,81230.435
go,Data Engineer,Spain,2.0,115020.615
go,Data Analyst,Spain,2.0,103141.625
go,Software Engineer,Romania,2.0,200335.0
go,Data Analyst,Romania,2.0,53574.42
go,Software Engineer,Portugal,2.0,126484.0
go,Data Scientist,Poland,2.0,147658.74
go,Data Scientist,Netherlands,2.0,162225.0
go,Machine Learning Engineer,Hungary,2.0,58401.0
go,Senior Data Analyst,France,2.0,82781.8725
go,Data Analyst,Finland,2.0,149350.0
gitlab,Software Engineer,Spain,2.0,135239.0
gitlab,Data Engineer,Spain,2.0,58298.0
gitlab,Data Engineer,Netherlands,2.0,125800.595
gitlab,Data Engineer,Hungary,2.0,100799.405
github,Software Engineer,Spain,2.0,102279.0
github,Machine Learning Engineer,Spain,2.0,169692.5
github,Data Analyst,Portugal,2.0,83483.56
github,Machine Learning Engineer,Poland,2.0,97916.435
github,Machine Learning Engineer,Germany,2.0,58401.0
github,Data Scientist,Germany,2.0,134656.2775
github,Data Engineer,Germany,2.0,206000.0
github,Data Engineer,France,2.0,93524.0
git,Software Engineer,Spain,2.0,135239.0
git,Data Scientist,Romania,2.0,105163.0
git,Senior Data Scientist,Poland,2.0,162225.0
git,Senior Data Engineer,Poland,2.0,120458.5
git,Data Scientist,Poland,2.0,126999.0
git,Data Engineer,Italy,2.0,96070.16
git,Data Analyst,Hungary,2.0,83430.0
git,Cloud Engineer,Germany,2.0,91773.0
git,Software Engineer,France,2.0,124372.5
git,Senior Data Engineer,France,2.0,151925.0
git,Data Analyst,France,2.0,91773.0
gdpr,Data Scientist,Sweden,2.0,149350.0
gdpr,Data Analyst,Sweden,2.0,97644.0
gdpr,Data Engineer,Romania,2.0,145096.615
gdpr,Data Analyst,Poland,2.0,79503.125
gdpr,Data Engineer,Italy,2.0,121849.0
gdpr,Senior Data Engineer,Germany,2.0,151925.0
gdpr,Data Engineer,Germany,2.0,121849.0
gcp,Senior Data Engineer,Spain,2.0,155272.5
gcp,Senior Data Engineer,Romania,2.0,121849.0
gcp,Senior Data Scientist,Portugal,2.0,151925.0
gcp,Software Engineer,Poland,2.0,91773.0
gcp,Machine Learning Engineer,Poland,2.0,111059.75
gcp,Machine Learning Engineer,Netherlands,2.0,72615.0
gcp,Data Engineer,Netherlands,2.0,121849.0
gcp,Data Engineer,Italy,2.0,113650.2
gcp,Senior Data Engineer,Ireland,2.0,156302.5
gcp,Data Engineer,Belgium,2.0,105163.0
flow,Data Analyst,Spain,2.0,98643.1
flow,Senior Data Scientist,Portugal,2.0,162225.0
flow,Senior Data Engineer,Poland,2.0,125800.595
flow,Data Engineer,Poland,2.0,151152.5
flow,Data Analyst,Poland,2.0,110042.625
flow,Data Engineer,Netherlands,2.0,101241.0175
flow,Machine Learning Engineer,France,2.0,124644.935
flow,Data Engineer,France,2.0,99676.19
firebase,Software Engineer,Germany,2.0,163255.0
fastapi,Data Scientist,Germany,2.0,171680.91499999998
express,Data Engineer,Netherlands,2.0,101241.0175
excel,Data Engineer,Spain,2.0,121849.0
excel,Software Engineer,Portugal,2.0,126484.0
excel,Senior Data Analyst,Portugal,2.0,114524.155
excel,Data Scientist,Portugal,2.0,127739.57
excel,Data Scientist,Italy,2.0,110313.0
excel,Data Analyst,Italy,2.0,50477.21
excel,Data Engineer,Ireland,2.0,151925.0
excel,Senior Data Scientist,Greece,2.0,148168.075
excel,Data Analyst,Greece,2.0,79059.70999999999
excel,Senior Data Scientist,Germany,2.0,122750.25
excel,Senior Data Engineer,Germany,2.0,83430.0
excel,Senior Data Analyst,Germany,2.0,114524.155
excel,Data Scientist,Germany,2.0,100896.74
excel,Data Scientist,Denmark,2.0,110802.25
excel,Data Analyst,Denmark,2.0,83430.0
elasticsearch,Data Engineer,Portugal,2.0,117600.25
elasticsearch,Data Engineer,Greece,2.0,151925.0
elasticsearch,Senior Data Scientist,France,2.0,162225.0
elasticsearch,Data Scientist,France,2.0,72080.6875
dynamodb,Data Engineer,France,2.0,151925.0
docker,Data Scientist,Portugal,2.0,149350.0
docker,Software Engineer,Poland,2.0,91773.0
docker,Senior Data Scientist,Poland,2.0,126498.42
docker,Senior Data Engineer,Poland,2.0,73013.095
docker,Machine Learning Engineer,Netherlands,2.0,72615.0
docker,Machine Learning Engineer,Hungary,2.0,58401.0
docker,Data Scientist,Hungary,2.0,117143.1875
docker,Data Scientist,Greece,2.0,81116.3625
docker,Data Engineer,Germany,2.0,121849.0
databricks,Data Engineer,Sweden,2.0,121849.0
databricks,Senior Data Engineer,Spain,2.0,129925.745
databricks,Data Analyst,Spain,2.0,107982.625
databricks,Data Scientist,Portugal,2.0,117162.5
databricks,Data Analyst,Portugal,2.0,142230.125
databricks,Senior Data Engineer,Poland,2.0,121849.0
databricks,Data Scientist,Poland,2.0,158582.91999999998
databricks,Data Engineer,Poland,2.0,95724.595
databricks,Cloud Engineer,Poland,2.0,159701.5
databricks,Senior Data Engineer,Netherlands,2.0,125969.0
databricks,Data Analyst,Hungary,2.0,117368.5
databricks,Machine Learning Engineer,Greece,2.0,170980.0
databricks,Data Scientist,France,2.0,91773.0
databricks,Data Engineer,Finland,2.0,100463.3675
css,Software Engineer,Greece,2.0,66744.0
chef,Data Analyst,France,2.0,75087.0
cassandra,Senior Data Engineer,France,2.0,151925.0
c++,Software Engineer,Romania,2.0,122415.5
c++,Machine Learning Engineer,Netherlands,2.0,201365.0
c++,Machine Learning Engineer,Greece,2.0,143330.68
c++,Software Engineer,Germany,2.0,70838.25
c#,Data Scientist,Hungary,2.0,72061.375
c#,Data Analyst,Germany,2.0,84546.26250000001
c#,Data Analyst,Belgium,2.0,142230.125
c,Machine Learning Engineer,Germany,2.0,131170.5
bitbucket,Data Engineer,Poland,2.0,125969.0
bitbucket,Cloud Engineer,Germany,2.0,91773.0
bigquery,Data Engineer,Sweden,2.0,144715.0
bigquery,Senior Data Engineer,Spain,2.0,151925.0
bigquery,Data Engineer,Spain,2.0,130429.1575
bigquery,Senior Data Engineer,Romania,2.0,121849.0
bigquery,Software Engineer,Poland,2.0,91773.0
bigquery,Senior Data Scientist,Poland,2.0,162225.0
bigquery,Data Engineer,Netherlands,2.0,101241.0175
bigquery,Data Analyst,Italy,2.0,78029.70999999999
bigquery,Senior Data Engineer,Germany,2.0,156045.0
bigquery,Senior Data Analyst,Germany,2.0,118746.125
bigquery,Data Engineer,Germany,2.0,151925.0
bash,Machine Learning Engineer,Netherlands,2.0,74623.5
bash,Data Engineer,Germany,2.0,75087.0
bash,Data Scientist,France,2.0,66744.0
azure,Senior Data Engineer,Sweden,2.0,151925.0
azure,Senior Data Analyst,Sweden,2.0,82781.8725
azure,Data Analyst,Sweden,2.0,111664.875
azure,Software Engineer,Spain,2.0,101815.5
azure,Cloud Engineer,Spain,2.0,93705.795
azure,Data Scientist,Romania,2.0,105163.0
azure,Senior Data Scientist,Portugal,2.0,151925.0
azure,Senior Data Engineer,Portugal,2.0,155787.5
azure,Machine Learning Engineer,Portugal,2.0,123033.5
azure,Software Engineer,Netherlands,2.0,75087.0
azure,Senior Data Scientist,Ireland,2.0,158877.5
azure,Senior Data Engineer,Ireland,2.0,121849.0
azure,Data Engineer,Ireland,2.0,121849.0
azure,Software Engineer,Hungary,2.0,70838.25
azure,Senior Data Scientist,Greece,2.0,118656.0
azure,Data Scientist,Greece,2.0,89775.57250000001
azure,Software Engineer,Germany,2.0,70838.25
azure,Senior Data Analyst,France,2.0,137852.625
azure,Machine Learning Engineer,France,2.0,66744.0
azure,Data Scientist,Belgium,2.0,162225.0
aws,Senior Data Engineer,Sweden,2.0,151925.0
aws,Senior Data Engineer,Romania,2.0,121849.0
aws,Machine Learning Engineer,Romania,2.0,170980.0
aws,Data Engineer,Romania,2.0,100453.84
aws,Senior Data Engineer,Portugal,2.0,151925.0
aws,Machine Learning Engineer,Netherlands,2.0,121025.0
aws,Data Scientist,Netherlands,2.0,168920.0
aws,Machine Learning Engineer,Ireland,2.0,170980.0
aws,Data Scientist,Hungary,2.0,117162.5
aws,Data Analyst,Hungary,2.0,117368.5
aws,Senior Data Scientist,France,2.0,162225.0
aws,Senior Data Analyst,France,2.0,137852.625
aws,Senior Data Engineer,Finland,2.0,103913.095
aws,Data Engineer,Finland,2.0,100463.3675
atlassian,Business Analyst,Belgium,2.0,83430.0
assembly,Cloud Engineer,Poland,2.0,86674.5
ansible,Data Engineer,Greece,2.0,121849.0
angular,Senior Data Analyst,Spain,2.0,114510.25
angular,Software Engineer,Greece,2.0,66744.0
airflow,Senior Data Scientist,Poland,2.0,126498.42
airflow,Senior Data Engineer,Poland,2.0,73013.095
airflow,Data Scientist,Poland,2.0,162740.0
airflow,Data Engineer,Italy,2.0,99676.19
airflow,Data Engineer,Hungary,2.0,151925.0
airflow,Data Engineer,Greece,2.0,46350.0
airflow,Business Analyst,Greece,2.0,69988.5
airflow,Senior Data Engineer,Finland,2.0,103913.095
airflow,Machine Learning Engineer,Belgium,2.0,97916.435
zoom,Software Engineer,Netherlands,1.0,91773.0
zoom,Senior Data Engineer,Germany,1.0,151925.0
zoom,Machine Learning Engineer,Germany,1.0,91773.0
zoom,Data Scientist,France,1.0,58401.0
yarn,Senior Data Engineer,Poland,1.0,88992.0
yarn,Data Engineer,Poland,1.0,46350.0
yarn,Senior Data Engineer,Ireland,1.0,91773.0
yarn,Data Engineer,Greece,1.0,99676.19
yarn,Data Engineer,Germany,1.0,91773.0
word,Data Analyst,Sweden,1.0,121684.2
word,Business Analyst,Spain,1.0,88992.0
word,Data Scientist,Portugal,1.0,162225.0
word,Data Analyst,Portugal,1.0,83275.5
word,Data Analyst,Poland,1.0,75087.0
word,Data Engineer,Netherlands,1.0,91773.0
word,Data Analyst,Netherlands,1.0,114510.25
word,Software Engineer,Italy,1.0,108819.5
word,Machine Learning Engineer,Ireland,1.0,109180.0
word,Data Analyst,Hungary,1.0,75087.0
word,Senior Data Scientist,Greece,1.0,206000.0
word,Machine Learning Engineer,Greece,1.0,91773.0
word,Data Scientist,Greece,1.0,91773.0
word,Data Analyst,France,1.0,54604.42
word,Data Analyst,Finland,1.0,75087.0
windows,Cloud Engineer,Spain,1.0,58401.0
windows,Senior Data Engineer,Poland,1.0,46350.0
windows,Senior Data Analyst,Poland,1.0,114510.25
windows,Data Scientist,Poland,1.0,136475.0
windows,Data Engineer,Italy,1.0,100367.32
windows,Data Scientist,Greece,1.0,109632.685
windows,Data Engineer,Greece,1.0,151925.0
windows,Software Engineer,Germany,1.0,91773.0
windows,Data Scientist,France,1.0,72061.375
windows,Data Engineer,France,1.0,151925.0
windows,Data Analyst,France,1.0,108459.0
windows,Machine Learning Engineer,Belgium,1.0,91773.0
vue.js,Data Engineer,Spain,1.0,91773.0
vue.js,Machine Learning Engineer,France,1.0,75087.0
vue,Software Engineer,Netherlands,1.0,191065.0
vue,Senior Data Analyst,France,1.0,91773.0
vue,Data Engineer,France,1.0,151925.0
visio,Data Engineer,Spain,1.0,151925.0
visio,Data Analyst,Spain,1.0,75087.0
visio,Data Analyst,Ireland,1.0,59225.0
visio,Senior Data Engineer,France,1.0,151925.0
visio,Data Engineer,France,1.0,151925.0
visio,Data Analyst,Finland,1.0,75087.0
vba,Data Analyst,Sweden,1.0,121684.2
vba,Data Analyst,Spain,1.0,59225.0
vba,Senior Data Analyst,Portugal,1.0,114538.06
vba,Data Analyst,Portugal,1.0,114510.25
vba,Software Engineer,Poland,1.0,126690.0
vba,Senior Data Analyst,Poland,1.0,88992.0
vba,Data Analyst,Netherlands,1.0,114538.06
vba,Data Analyst,Italy,1.0,54604.42
vba,Data Scientist,Ireland,1.0,162225.0
vba,Data Analyst,Ireland,1.0,59225.0
vba,Data Scientist,Germany,1.0,58401.0
unreal,Senior Data Engineer,Ireland,1.0,151925.0
unix,Machine Learning Engineer,Spain,1.0,170980.0
unix,Senior Data Engineer,Poland,1.0,46350.0
unix,Data Analyst,Poland,1.0,101455.0
unix,Data Engineer,Netherlands,1.0,91773.0
unix,Senior Data Engineer,Ireland,1.0,160680.0
unix,Software Engineer,Germany,1.0,91773.0
unix,Data Engineer,France,1.0,137505.0
unity,Software Engineer,Spain,1.0,66950.0
unify,Data Engineer,Sweden,1.0,91773.0
unify,Software Engineer,Poland,1.0,83275.5
unify,Senior Data Engineer,Netherlands,1.0,91773.0
unify,Data Engineer,Netherlands,1.0,119908.995
unify,Data Analyst,Ireland,1.0,168695.46
ubuntu,Software Engineer,Poland,1.0,91773.0
typescript,Software Engineer,Spain,1.0,66950.0
typescript,Senior Data Scientist,Spain,1.0,46350.0
typescript,Software Engineer,Italy,1.0,84975.0
typescript,Data Engineer,Germany,1.0,144200.0
typescript,Senior Data Engineer,France,1.0,91773.0
typescript,Software Engineer,Finland,1.0,77250.0
typescript,Machine Learning Engineer,Finland,1.0,145230.0
twilio,Data Engineer,Germany,1.0,144200.0
trello,Data Scientist,Greece,1.0,91773.0
tidyverse,Data Analyst,Poland,1.0,58401.0
theano,Data Scientist,Portugal,1.0,162225.0
theano,Data Scientist,Poland,1.0,126755.92
terraform,Data Engineer,Sweden,1.0,61800.0
terraform,Machine Learning Engineer,Romania,1.0,91773.0
terraform,Senior Data Engineer,Portugal,1.0,151925.0
terraform,Software Engineer,Poland,1.0,91773.0
terraform,Senior Data Scientist,Poland,1.0,90771.84
terraform,Senior Data Engineer,Netherlands,1.0,151925.0
terraform,Machine Learning Engineer,Italy,1.0,91773.0
terraform,Software Engineer,Ireland,1.0,91773.0
terraform,Senior Data Engineer,Ireland,1.0,91773.0
terraform,Data Engineer,Ireland,1.0,151925.0
terraform,Machine Learning Engineer,Greece,1.0,75087.0
terraform,Senior Data Scientist,Germany,1.0,162225.0
terraform,Data Analyst,Germany,1.0,171412.085
terraform,Software Engineer,France,1.0,146775.0
terraform,Data Scientist,France,1.0,58401.0
terraform,Data Analyst,France,1.0,168695.46
terraform,Senior Data Analyst,Finland,1.0,103515.0
terraform,Data Engineer,Finland,1.0,99676.19
terraform,Senior Data Engineer,Denmark,1.0,151925.0
terraform,Senior Data Engineer,Belgium,1.0,91773.0
terminal,Data Analyst,Germany,1.0,114510.25
tensorflow,Data Scientist,Sweden,1.0,93390.1
tensorflow,Data Engineer,Sweden,1.0,61800.0
tensorflow,Software Engineer,Spain,1.0,211150.0
tensorflow,Senior Data Engineer,Spain,1.0,181795.0
tensorflow,Software Engineer,Romania,1.0,44496.0
tensorflow,Senior Data Analyst,Romania,1.0,200335.0
tensorflow,Machine Learning Engineer,Romania,1.0,91773.0
tensorflow,Senior Data Scientist,Poland,1.0,162225.0
tensorflow,Data Engineer,Poland,1.0,46350.0
tensorflow,Cloud Engineer,Poland,1.0,75087.0
tensorflow,Data Scientist,Italy,1.0,162225.0
tensorflow,Data Scientist,Ireland,1.0,90771.84
tensorflow,Software Engineer,France,1.0,45751.055
tensorflow,Machine Learning Engineer,Finland,1.0,191065.0
tensorflow,Machine Learning Engineer,Denmark,1.0,170980.0
tensorflow,Data Scientist,Belgium,1.0,162225.0
tableau,Senior Data Scientist,Sweden,1.0,151925.0
tableau,Senior Data Engineer,Sweden,1.0,151925.0
tableau,Data Scientist,Sweden,1.0,162225.0
tableau,Data Engineer,Sweden,1.0,138268.23
tableau,Senior Data Engineer,Romania,1.0,151925.0
tableau,Senior Data Analyst,Romania,1.0,114510.25
tableau,Data Analyst,Romania,1.0,112393.6
tableau,Senior Data Engineer,Poland,1.0,91773.0
tableau,Data Engineer,Poland,1.0,160165.0
tableau,Senior Data Engineer,Netherlands,1.0,160165.0
tableau,Data Scientist,Netherlands,1.0,162225.0
tableau,Senior Data Scientist,Italy,1.0,108459.0
tableau,Senior Data Analyst,Ireland,1.0,121684.2
tableau,Machine Learning Engineer,Ireland,1.0,109180.0
tableau,Software Engineer,Hungary,1.0,58401.0
tableau,Data Scientist,Hungary,1.0,72061.375
tableau,Data Scientist,Greece,1.0,176254.63
tableau,Data Engineer,Germany,1.0,151925.0
tableau,Software Engineer,France,1.0,202395.0
tableau,Senior Data Scientist,France,1.0,162225.0
tableau,Senior Data Engineer,France,1.0,151925.0
tableau,Senior Data Analyst,Finland,1.0,114510.25
tableau,Data Analyst,Finland,1.0,108819.5
tableau,Data Engineer,Belgium,1.0,101231.49
t-sql,Data Engineer,Spain,1.0,151925.0
t-sql,Software Engineer,Portugal,1.0,91773.0
t-sql,Data Engineer,Ireland,1.0,151925.0
t-sql,Data Engineer,Hungary,1.0,151925.0
t-sql,Data Engineer,Belgium,1.0,151925.0
symphony,Data Analyst,Poland,1.0,91773.0
swift,Senior Data Engineer,Sweden,1.0,151925.0
swift,Data Scientist,Spain,1.0,83275.5
swift,Software Engineer,Portugal,1.0,97850.0
swift,Senior Data Scientist,Germany,1.0,83275.5
swift,Data Scientist,Germany,1.0,162225.0
svn,Senior Data Scientist,Italy,1.0,75087.0
ssrs,Data Engineer,Spain,1.0,151925.0
ssrs,Data Analyst,Poland,1.0,91773.0
ssrs,Senior Data Scientist,Greece,1.0,75087.0
ssrs,Data Scientist,France,1.0,83275.5
ssrs,Data Analyst,Belgium,1.0,114510.25
ssis,Data Engineer,Spain,1.0,151925.0
ssis,Software Engineer,Portugal,1.0,91773.0
ssis,Data Engineer,Portugal,1.0,101231.49
ssis,Software Engineer,Poland,1.0,126690.0
ssis,Data Engineer,Netherlands,1.0,100367.32
ssis,Data Engineer,Ireland,1.0,151925.0
ssis,Data Engineer,Hungary,1.0,151925.0
ssis,Senior Data Engineer,Germany,1.0,99676.19
ssis,Data Analyst,France,1.0,58401.0
ssis,Data Analyst,Denmark,1.0,91773.0
sql server,Software Engineer,Spain,1.0,161195.0
sql server,Data Engineer,Spain,1.0,151925.0
sql server,Software Engineer,Portugal,1.0,91773.0
sql server,Software Engineer,Poland,1.0,91773.0
sql server,Senior Data Engineer,Poland,1.0,151925.0
sql server,Data Analyst,Poland,1.0,91773.0
sql server,Data Engineer,Netherlands,1.0,91773.0
sql server,Senior Data Engineer,Ireland,1.0,151925.0
sql server,Data Scientist,Ireland,1.0,171412.085
sql server,Software Engineer,Hungary,1.0,58401.0
sql server,Data Analyst,Hungary,1.0,51053.495
sql server,Data Engineer,Germany,1.0,91773.0
sql server,Data Analyst,Germany,1.0,91773.0
sql server,Software Engineer,France,1.0,169950.0
sql server,Data Scientist,France,1.0,91773.0
sql server,Data Engineer,France,1.0,100367.32
sql server,Data Analyst,France,1.0,58401.0
sql server,Data Analyst,Denmark,1.0,91773.0
sql,Senior Data Scientist,Sweden,1.0,151925.0
sql,Senior Data Analyst,Sweden,1.0,114510.25
sql,Business Analyst,Portugal,1.0,75087.0
sql,Machine Learning Engineer,Italy,1.0,107808.04
sql,Business Analyst,Italy,1.0,44496.0
sql,Senior Data Analyst,Ireland,1.0,121684.2
sql,Senior Data Scientist,Hungary,1.0,162225.0
sql,Senior Data Engineer,Hungary,1.0,151925.0
sql,Software Engineer,Germany,1.0,163255.0
sql,Cloud Engineer,Germany,1.0,91773.0
sql,Machine Learning Engineer,France,1.0,104059.87
sql,Business Analyst,France,1.0,91773.0
sql,Senior Data Scientist,Finland,1.0,162225.0
sql,Senior Data Engineer,Finland,1.0,99676.19
sql,Machine Learning Engineer,Finland,1.0,145230.0
sql,Data Analyst,Finland,1.0,108819.5
sql,Senior Data Engineer,Denmark,1.0,151925.0
sql,Machine Learning Engineer,Denmark,1.0,170980.0
sql,Software Engineer,Belgium,1.0,75087.0
spss,Senior Data Analyst,Spain,1.0,103515.0
spss,Data Analyst,Portugal,1.0,75087.0
spss,Data Engineer,Hungary,1.0,99676.19
spss,Data Scientist,Germany,1.0,58401.0
spring,Data Engineer,Romania,1.0,100367.32
spring,Data Analyst,Greece,1.0,145131.635
spreadsheet,Data Scientist,Romania,1.0,83275.5
spreadsheet,Data Analyst,Greece,1.0,54604.42
splunk,Data Engineer,Belgium,1.0,151925.0
spark,Senior Data Scientist,Sweden,1.0,197760.0
spark,Software Engineer,Spain,1.0,145230.0
spark,Data Analyst,Spain,1.0,83275.5
spark,Machine Learning Engineer,Romania,1.0,91773.0
spark,Senior Data Scientist,Portugal,1.0,90771.84
spark,Business Analyst,Portugal,1.0,58401.0
spark,Cloud Engineer,Poland,1.0,91773.0
spark,Senior Data Analyst,Netherlands,1.0,114510.25
spark,Machine Learning Engineer,Netherlands,1.0,75087.0
spark,Senior Data Analyst,Italy,1.0,114510.25
spark,Machine Learning Engineer,Italy,1.0,91773.0
spark,Data Scientist,Italy,1.0,162225.0
spark,Data Analyst,Italy,1.0,54604.42
spark,Senior Data Scientist,Ireland,1.0,170980.0
spark,Senior Data Engineer,Hungary,1.0,151925.0
spark,Data Analyst,Hungary,1.0,75087.0
spark,Senior Data Scientist,Greece,1.0,162225.0
spark,Senior Data Engineer,Greece,1.0,46350.0
spark,Data Analyst,Greece,1.0,91773.0
spark,Senior Data Analyst,Germany,1.0,91773.0
spark,Business Analyst,France,1.0,91773.0
spark,Software Engineer,Finland,1.0,77250.0
spark,Senior Data Scientist,Finland,1.0,162225.0
spark,Senior Data Engineer,Finland,1.0,108150.0
spark,Machine Learning Engineer,Finland,1.0,191065.0
